〜,ff8c00,"29.Jul.22.Fri 8:52:30 AM",122.27.36.85
┐,fff000,"29.Jul.22.Fri 8:53:29 AM",122.27.36.85
⍥,fff000,"29.Jul.22.Fri 8:54:29 AM",122.27.36.85
・,d2b48c,"29.Jul.22.Fri 8:54:39 AM",122.27.36.85
∠,556b2f,"29.Jul.22.Fri 8:55:03 AM",122.27.36.85
∰,008080,"29.Jul.22.Fri 10:20:27 AM",2400:2200:683:917a:c5a8:cf96:48ee:d9a5
৲,ff0000,"29.Jul.22.Fri 10:22:15 AM",1.66.100.235
⟡,ba55d3,"29.Jul.22.Fri 9:37:32 PM",122.27.36.85
